gene	log2FoldChange	lfcSE	stat	pvalue	padj	is_kbhb
MCM3	1.61644471307649	0.0688933391336558	23.4630043107727	9.73834455934794e-122	3.72933301997169e-120	TRUE
HELLS	2.3545949312492	0.10085924870382	23.3453546552149	1.53634050849795e-120	5.69795476428733e-119	TRUE
ELAVL1	0.967590928032884	0.0414616137316004	23.3370301092604	1.86649711320931e-120	6.87597493584289e-119	TRUE
SCNM1	1.6578120981815	0.0712104540345422	23.2804595990546	6.99411595225694e-120	2.53683055915892e-118	TRUE
KIF22	1.53952041055703	0.0667218566897002	23.0737045840435	8.5059405113599e-118	2.96125417337343e-116	TRUE
VPS72	1.57173324896628	0.0691047428896812	22.7442167243918	1.63718332484246e-114	5.44636319397592e-113	TRUE
DKC1	1.42056746111484	0.0628196926368493	22.6134099274716	3.19849605304618e-113	1.04711002993064e-111	TRUE
PRCC	1.33461569741363	0.0595388876844073	22.4158654842179	2.75630749331123e-111	8.66185410159467e-110	TRUE
CBX3	1.18867369667035	0.0531143093563287	22.3795378510126	6.22867072573682e-111	1.94995286769407e-109	TRUE
LRRC59	1.25658446462055	0.0563665276532179	22.2930969307068	4.31114831071746e-110	1.32694727537541e-108	TRUE
SNRPA1	1.51228424156599	0.0679925780306273	22.2419017688192	1.35107065598071e-109	4.10481189889932e-108	TRUE
SRSF5	-1.18092122769953	0.0531025267838339	-22.2385129149644	1.45705595995746e-109	4.41866307414724e-108	TRUE
STIP1	1.33424481187897	0.0601719384011364	22.1738711986345	6.13962455194886e-109	1.85506784398058e-107	TRUE
SMC4	2.13109023931044	0.0970249414648605	21.9643548054317	6.3147583631664e-107	1.85026914530714e-105	TRUE
SAP30	1.72109643470498	0.0784821930491855	21.9297698985851	1.35108890316476e-106	3.93776654308214e-105	TRUE
AKAP12	-3.35858800999401	0.153659996828001	-21.8572698120867	6.62924392525425e-106	1.91179964478392e-104	TRUE
GATAD2A	1.06624345927363	0.0488970062116911	21.8059047348935	2.03934738866702e-105	5.86072136983941e-104	TRUE
RTKN	1.69915509102399	0.0782255366013014	21.7212327949148	1.29263481522787e-104	3.65108361961531e-103	TRUE
FOXK2	1.25232165223559	0.0577421103860238	21.6881863836191	2.65239110651809e-104	7.40286853407346e-103	TRUE
HMGB2	1.6677976193294	0.0772675585929366	21.5847070840654	2.50068133000716e-103	6.77281570085986e-102	TRUE
CCT5	1.41272478328998	0.0667795118123367	21.1550630567653	2.47857801306683e-99	6.24078656592836e-98	TRUE
C1orf131	1.17156706845418	0.0556712916291367	21.0443665697352	2.57535472389502e-98	6.32960690125065e-97	TRUE
CHAF1A	1.68282572032491	0.0804535683845536	20.9167319003342	3.77086273123332e-97	9.03854390032301e-96	TRUE
MASTL	1.5727209893203	0.0752445662250325	20.9014559884204	5.19364922425908e-97	1.24127462664549e-95	TRUE
PPM1G	1.28038912289101	0.061384928093789	20.858363162611	1.27976986743978e-96	3.01919346807033e-95	TRUE
WDR4	1.58148941093009	0.0760470076836113	20.796208280933	4.68407496223093e-96	1.09408031777385e-94	TRUE
PFDN2	2.06808314573987	0.0994810388821921	20.7887168145574	5.47555222118504e-96	1.27533123658068e-94	TRUE
PDCD5	1.6085678212579	0.0774003499775432	20.7824360190181	6.24102153519927e-96	1.45156640706393e-94	TRUE
CACYBP	1.40422784769753	0.0679832715396045	20.6554909155774	8.71310787878101e-95	1.96815840109584e-93	TRUE
SHMT2	1.52966652586608	0.0746424685128863	20.4932467580704	2.47336223233818e-93	5.37319998415736e-92	TRUE
MRPL47	1.48595584079592	0.0730767222762436	20.334188432518	6.40910682070118e-92	1.34615767878171e-90	TRUE
LIMD2	2.34977338774643	0.117593357272339	19.9821949321891	7.86871034601048e-89	1.55925455195854e-87	TRUE
FBXO45	1.27430115341803	0.0638767521083431	19.9493729934272	1.51779798205752e-88	2.9825273711863e-87	TRUE
POLD1	1.64335186205373	0.0824473288935292	19.9321419396852	2.1419586592465e-88	4.19900395735858e-87	TRUE
LIMA1	-1.79031380798495	0.0898445966764717	-19.9267832926205	2.38400815894938e-88	4.66240645527547e-87	TRUE
MAGOHB	1.54629374383363	0.0777281148828041	19.8936220975523	4.62134841043888e-88	8.98462152003506e-87	TRUE
DNMT1	1.5651066302385	0.0788333133700105	19.8533660876659	1.03060343688561e-87	1.99423581612166e-86	TRUE
ALDH18A1	1.23132627292376	0.0621397984657526	19.8154210880228	2.19167049552114e-87	4.23097749703946e-86	TRUE
TCF3	1.37316851275552	0.0693130543443436	19.8111095484797	2.38764190257699e-87	4.59851452745443e-86	TRUE
MAGOH	1.38461306070093	0.0702689562328886	19.7044774097965	1.97369334980165e-86	3.73143609542868e-85	TRUE
NACC1	1.44969157719939	0.0737797533817509	19.6489078744734	5.90701707677344e-86	1.10535057049123e-84	TRUE
POLA2	1.62896714743163	0.0829694718472884	19.6333315274064	8.027449573023e-86	1.49196401940146e-84	TRUE
MSH2	1.30298177814179	0.0669771504984998	19.4541238085513	2.68909787514934e-84	4.83421121289129e-83	TRUE
SMARCA4	1.36141145027084	0.0705878984945377	19.2867542355889	6.9395563821543e-83	1.21180991458043e-81	TRUE
RAD21	1.43846162719043	0.0747894765500948	19.2334763330898	1.94165910455557e-82	3.34798957850436e-81	TRUE
CFL1	1.26317640890696	0.06681669900126	18.905100488175	1.03542125172466e-79	1.64419303299421e-78	TRUE
YEATS2	1.10851404678543	0.0586749783659219	18.8924491777785	1.31596251007736e-79	2.07566615454444e-78	TRUE
ARPC5	1.10238441126737	0.0586514180122659	18.7955287123123	8.21573547620969e-79	1.2679336090604e-77	TRUE
RRP1B	1.05379106632882	0.0560714299925288	18.7937255473818	8.49974780645007e-79	1.30931101149498e-77	TRUE
HDAC2	1.3436372002692	0.0715202712077685	18.7868023649672	9.68415752331021e-79	1.487584159854e-77	TRUE
YWHAZ	1.19346614870777	0.0637967539390523	18.7073177711822	4.31554976541938e-78	6.48395602072636e-77	TRUE
MORC2	0.939298451988053	0.0502953098297433	18.6756668796297	7.81082736657171e-78	1.16928085677579e-76	TRUE
CBFB	0.9551546576729	0.0514764187554701	18.5551885847032	7.40470753381644e-77	1.08385172408316e-75	TRUE
EBNA1BP2	1.23415728100294	0.0665363641659521	18.548613175267	8.36833297620133e-77	1.22272705518285e-75	TRUE
PRPF3	1.11395993557036	0.0603680302853819	18.4528123628394	4.9500680701501e-76	7.06962453696112e-75	TRUE
NASP	1.25344952278253	0.0680370152210628	18.4230527854563	8.58237851816433e-76	1.22148683715309e-74	TRUE
RAN	1.07018494100243	0.0581614198943046	18.4002547212095	1.30748717082998e-75	1.85606821052217e-74	TRUE
TAGLN2	1.53859173398271	0.084403513794091	18.2290009600338	3.03820443324022e-74	4.20774704812168e-73	TRUE
CKAP5	1.19956769344765	0.0658145151870001	18.226491375638	3.18084735172152e-74	4.40159775973095e-73	TRUE
NOP56	1.09174421229344	0.0599798709420953	18.201843304188	4.99000504511089e-74	6.88771274751392e-73	TRUE
PTBP1	0.79671425585061	0.0437932871969492	18.1926113988107	5.90580820287612e-74	8.13134980574926e-73	TRUE
PRDX1	1.23305268616209	0.0678971335527847	18.160600037754	1.05861317954463e-73	1.45147237531736e-72	TRUE
NVL	0.961510735989753	0.052957039477469	18.1564291636589	1.14216425104107e-73	1.56472701513255e-72	TRUE
HNRNPAB	1.25687505574903	0.0692271114757894	18.1558211653623	1.15488076937385e-73	1.58083305314042e-72	TRUE
EIF4A3	1.02548023068825	0.0565802610013563	18.124346062378	2.04762960393326e-73	2.78433663814773e-72	TRUE
TTLL12	1.37743342213947	0.076125445833661	18.0942575383959	3.53677929435743e-73	4.78555009368807e-72	TRUE
S100A11	1.95083460568696	0.108037318806158	18.0570438737671	6.94432009306512e-73	9.33486685489823e-72	TRUE
PFKP	1.9489161500695	0.108072459511919	18.033420899934	1.06494399449883e-72	1.42921212366848e-71	TRUE
SNRPE	1.38298593573276	0.0767390752933172	18.0219259933303	1.31098975984333e-72	1.75370173642081e-71	TRUE
TMPO	1.24213440150712	0.0689279232932576	18.0207721654749	1.33862044584764e-72	1.78920964949457e-71	TRUE
HNRNPL	0.573725653864587	0.0318997262535072	17.9852845540175	2.5408108534281e-72	3.36601225449723e-71	TRUE
HSPE1	1.57469419283511	0.0882936760500244	17.8347336217255	3.79855654304822e-71	4.9330308039728e-70	TRUE
HNRNPU	0.64138382322525	0.0361797141187587	17.7277194927503	2.56218248743205e-70	3.26306720963214e-69	TRUE
CCDC137	1.50737154009842	0.085221044600563	17.6877853019002	5.20825681488629e-70	6.58206945285744e-69	TRUE
PSME4	1.28241463833566	0.072571416608562	17.6710707640281	7.00544814550191e-70	8.83297967932465e-69	TRUE
RFX5	1.27293133964676	0.0721734775197935	17.6371069178101	1.27840795470583e-69	1.60087785476357e-68	TRUE
GPN1	0.929971320923771	0.0528949090252998	17.5814901293991	3.4148257851236e-69	4.22161683210437e-68	TRUE
MAGED1	1.45633299959303	0.0829508288848693	17.5565816420513	5.29706712024897e-69	6.50946300515969e-68	TRUE
TBCB	1.46473385070765	0.0835171914763837	17.5381119122263	7.33233401725656e-69	8.98374585283957e-68	TRUE
GNL2	1.03221168249402	0.0588638110548159	17.5355904416857	7.66493015218635e-69	9.37729604874091e-68	TRUE
VRK1	1.11411816076974	0.0635694215233077	17.5260075374643	9.07201589489683e-69	1.10904889191734e-67	TRUE
WRNIP1	1.09748954932217	0.0627034103361859	17.5028685591094	1.36231883013596e-68	1.6568171474039e-67	TRUE
CALU	1.30144442390769	0.0746190345879939	17.4411854976892	4.01655279004262e-68	4.82777918201692e-67	TRUE
FAM122A	-1.03934907101204	0.059667264326361	-17.4190836926447	5.91162804259957e-68	7.07976574381725e-67	TRUE
EIF5A	1.3234313062726	0.0760340617551606	17.405768884664	7.45976631294536e-68	8.8885652587027e-67	TRUE
ABCF1	0.931924400415188	0.0535690062732035	17.3967087547293	8.73815308371048e-68	1.03892539227047e-66	TRUE
CFL2	-1.50518128719718	0.0867411599060175	-17.3525612157829	1.88642874695436e-67	2.22679728860913e-66	TRUE
SRSF12	2.1387942639319	0.123308301513115	17.3450954857603	2.14820943835792e-67	2.53399461471632e-66	TRUE
TMSB10	1.69129645752533	0.0975455263065788	17.3385343394396	2.40799085138631e-67	2.83029160241102e-66	TRUE
ADAR	1.03412764535495	0.0596933355676324	17.3240050253731	3.10010823951919e-67	3.6282503468488e-66	TRUE
NOP58	1.07045583845672	0.0620929876881831	17.239560831447	1.34051289460441e-66	1.54689739561673e-65	TRUE
SAE1	1.00647955062745	0.0583827075289808	17.2393435184184	1.34556120334852e-66	1.5516355977269e-65	TRUE
EIF4EBP1	2.10176393253473	0.122239213774534	17.1938600358748	2.95206962436341e-66	3.37113248990238e-65	TRUE
PPP1CA	1.10880664022361	0.0648016039734168	17.1107900458524	1.23315456741911e-65	1.39466732566555e-64	TRUE
SLBP	0.942134018702805	0.0552670191577161	17.04694830771	3.68265192807765e-65	4.11691984383264e-64	TRUE
EHMT2	1.04775805004972	0.0614984569473607	17.0371437277938	4.35486952129541e-65	4.8552225055634e-64	TRUE
GTF3C2	0.887457776831071	0.0521009777329068	17.0334188617454	4.64116756270997e-65	5.15695723718928e-64	TRUE
PAICS	1.32483081188126	0.0778045096033628	17.0276866808245	5.11881247889254e-65	5.67619428214973e-64	TRUE
ENO1	1.33929753511291	0.0786600690175886	17.0263966436825	5.23288756163686e-65	5.79488631321279e-64	TRUE
CDK2	1.03439965507911	0.0607881926272375	17.0164568211825	6.20114031789645e-65	6.8579031306112e-64	TRUE
KDM1A	0.983596182189344	0.0581304208633248	16.9205068117769	3.17684986725645e-64	3.46674531239974e-63	TRUE
TCOF1	1.15782271591742	0.0686967237852029	16.8541183934424	9.78564227669321e-64	1.05320373444645e-62	TRUE
BRIX1	1.20919896978811	0.0718881331779772	16.8205643453619	1.72507603035807e-63	1.85060762162256e-62	TRUE
MSH6	1.12116181041938	0.0671292303057361	16.7015442499953	1.27716101363376e-62	1.34469376032655e-61	TRUE
CPSF3	1.01809165349251	0.0609982323100305	16.6905107728031	1.53650611322133e-62	1.61671860488279e-61	TRUE
HNRNPA2B1	0.681143179791281	0.0408731909709316	16.6647908717404	2.36313681052764e-62	2.4707158005688e-61	TRUE
CAPZA1	0.820620931286459	0.0492451436399357	16.6639971097773	2.39471625697469e-62	2.50055755254295e-61	TRUE
SSBP1	1.09377214847981	0.065746800700188	16.6361273374734	3.81507446854963e-62	3.95112146374885e-61	TRUE
ILF3	0.82401698413624	0.0496233027112696	16.6054441988824	6.36472482736174e-62	6.55049523326036e-61	TRUE
DAXX	0.905432824103815	0.0546088121150811	16.5803427878221	9.66758005759058e-62	9.91258037411856e-61	TRUE
CSTF3	1.06411504605686	0.064465388657064	16.5067653856494	3.27998958335909e-61	3.32174590831329e-60	TRUE
PUF60	1.4077675687378	0.0853244862930537	16.4989867492751	3.73100662335127e-61	3.77386278051139e-60	TRUE
RBM5	-0.822565676503796	0.0500766317869967	-16.4261382435348	1.24328751619514e-60	1.24080094116275e-59	TRUE
GINS3	1.04436240034446	0.0637923682790656	16.3712749427298	3.06720715241902e-60	3.04630278521616e-59	TRUE
RGS10	1.58899129253656	0.0971803130889962	16.350958769616	4.28189356708985e-60	4.23737628421085e-59	TRUE
PUS1	1.43102725443089	0.0877595370776245	16.3062306626017	8.91256024185937e-60	8.75152829473454e-59	TRUE
ZHX3	-1.19529979950208	0.07331298825881	-16.3040660037267	9.23396383710044e-60	9.06172124586013e-59	TRUE
GAPDH	1.67708739766126	0.103023046330928	16.2787595338052	1.39671539549842e-59	1.36173548950103e-58	TRUE
PRKDC	1.3971385313859	0.0858955906897024	16.2655442516608	1.7332019427496e-59	1.68679884109088e-58	TRUE
CCT8	0.948420319655548	0.058382323345349	16.2449910402736	2.42376833683627e-59	2.34777607074605e-58	TRUE
RRS1	1.59678184438292	0.0983556344837048	16.2347775271326	2.86283959779443e-59	2.76332823311142e-58	TRUE
MPHOSPH8	-0.804142178648692	0.0497022913502107	-16.1791771929099	7.07333700528763e-59	6.75226901252588e-58	TRUE
DEK	1.29453523067719	0.0801837197598973	16.1446143251218	1.23920644217434e-58	1.17208572563382e-57	TRUE
PNPT1	1.00124560915819	0.062076223066805	16.1292933057586	1.58827428533024e-58	1.50138419383083e-57	TRUE
TRMT6	0.89118346831822	0.0553639664505781	16.0968139649776	2.68583028654655e-58	2.52873455280515e-57	TRUE
PSMA7	1.15772283253531	0.0719417514385604	16.0925027454193	2.87957684541025e-58	2.70427832222626e-57	TRUE
UTRN	-1.69571981857705	0.105393640779056	-16.0893940663072	3.0278617576568e-58	2.83778028248916e-57	TRUE
CIAPIN1	0.756995861214711	0.04705745837015	16.0866287180291	3.16614962389924e-58	2.96401284006531e-57	TRUE
KDM2B	0.899492693375034	0.0559466552520994	16.0776848825343	3.65795518691195e-58	3.41858956088984e-57	TRUE
NAT10	1.06577676005049	0.0664751275394358	16.0327147837095	7.55105938622053e-58	6.99737168896418e-57	TRUE
PDCL3	0.973405031806439	0.0607257899635975	16.0295161642188	7.94993148353168e-58	7.35871398197393e-57	TRUE
CHD4	1.24424313555846	0.0776344889497199	16.0269379291503	8.28666399165634e-58	7.66179090121308e-57	TRUE
EIF2S2	0.907690750365188	0.0568350270114791	15.9706223097573	2.04733021405632e-57	1.86467846431778e-56	TRUE
HSP90B1	0.889353324629185	0.0556959691395228	15.9680016053098	2.13517861355372e-57	1.94039659102589e-56	TRUE
SSRP1	1.03679071626726	0.0650280293723263	15.943751122012	3.14872041026274e-57	2.8410947394957e-56	TRUE
MPHOSPH10	0.78990163146299	0.0495493235473631	15.9417238200627	3.25256226221618e-57	2.93318416056483e-56	TRUE
RMI1	1.17720357664724	0.0739104031784811	15.9274408746559	4.08746620210863e-57	3.67202978451298e-56	TRUE
CHRAC1	1.06068980895567	0.0670738905977856	15.8137510662113	2.5012059241947e-56	2.2013553155379e-55	TRUE
PHF5A	0.857550984928614	0.0542566212252452	15.8054623668604	2.85289489380095e-56	2.50552641153175e-55	TRUE
PAK1IP1	1.08067532068629	0.0686683811847067	15.7375971595931	8.35567936156743e-56	7.23412050719931e-55	TRUE
RBM34	1.44145775918514	0.0916877701621889	15.7213743625274	1.07956245203996e-55	9.29767515572281e-55	TRUE
PSMD4	1.18415942494487	0.0756654916260693	15.6499270605002	3.32600506827746e-55	2.82461709434373e-54	TRUE
RPS10	1.6116634777482	0.103127633545542	15.6278528105318	4.70388542972521e-55	3.9845103586052e-54	TRUE
WDR46	1.05831737849919	0.067803961022528	15.6084889811609	6.37284703842342e-55	5.36786046965312e-54	TRUE
PDAP1	1.08239979903074	0.0695461700482045	15.5637585546478	1.28336036051755e-54	1.07383613092695e-53	TRUE
USP1	1.28734533881033	0.0827744595030039	15.5524463287328	1.53142687284778e-54	1.27815541384615e-53	TRUE
HSPA6	2.3968908360928	0.154289933200512	15.534978766099	2.01138859074172e-54	1.6753432434873e-53	TRUE
GIPC1	1.47623063817689	0.0952621392523843	15.4965094187714	3.6625699256388e-54	3.03073060128111e-53	TRUE
RALY	1.07588579193297	0.0695316655595767	15.4733211591361	5.25257556154977e-54	4.31607593672855e-53	TRUE
NKRF	0.868906871201549	0.0562065165552348	15.4591838180839	6.5422216840673e-54	5.34643992414571e-53	TRUE
KIF20B	1.31549442924346	0.08527776505793	15.4259956079974	1.09454101589732e-53	8.88309852576698e-53	TRUE
NDE1	0.96660127841248	0.0628649248069959	15.375844023994	2.37725186846687e-53	1.91611387753519e-52	TRUE
HMBS	1.15694959440741	0.0752491918700127	15.3749105559293	2.41176242250751e-53	1.94297905143988e-52	TRUE
LYAR	1.00074907414901	0.0651367199389134	15.3638235865659	2.86186314914033e-53	2.30108889047333e-52	TRUE
KHSRP	0.922167400056697	0.0602125552322019	15.3152012317112	6.05242755636578e-53	4.83577508833942e-52	TRUE
CPSF1	1.19226603943122	0.0782265475900583	15.2411946604013	1.88393880485279e-52	1.48308689650551e-51	TRUE
RBM17	0.947722813013438	0.0623780609059335	15.1932073432454	3.92248025765396e-52	3.05304209369412e-51	TRUE
HMGN1	1.05827346198382	0.0697559162196016	15.1710925658582	5.49543801438281e-52	4.2505109339052e-51	TRUE
MTA2	0.783166894880277	0.0517046217983832	15.1469417556936	7.93751642311343e-52	6.10780761399107e-51	TRUE
HSPD1	1.0254022077759	0.0677329123718484	15.1389062107137	8.96930503498057e-52	6.88887807887244e-51	TRUE
NONO	0.720258480599841	0.0476560683422101	15.1136781873777	1.31585035248605e-51	1.00781896532036e-50	TRUE
NCAPD3	1.02823821468669	0.0681260687065049	15.0931682131323	1.79606875046239e-51	1.37242988927444e-50	TRUE
PPIA	0.934864600853752	0.0619481781617281	15.0910749693575	1.85396992309672e-51	1.41536034880082e-50	TRUE
SCML2	1.72338426803392	0.114220247768031	15.0882553812519	1.93491061958154e-51	1.47646770957596e-50	TRUE
DMD	-1.92510015148126	0.127597831694155	-15.0872481602635	1.96466946057548e-51	1.49778759293039e-50	TRUE
MEN1	0.947995191231285	0.0628459435521009	15.0844292829397	2.0503989728624e-51	1.56097641637195e-50	TRUE
RPP38	1.16401466158292	0.0773183154505063	15.0548373280073	3.20887709516071e-51	2.431687948735e-50	TRUE
DDA1	1.00318050026094	0.066817987891635	15.0136292922782	5.97849880098908e-51	4.50356540511835e-50	TRUE
ME2	1.1428995884899	0.0761458527847933	15.0093478067677	6.37716542260603e-51	4.79729479278454e-50	TRUE
DUS1L	1.30310821743935	0.0868912072857746	14.9970089971657	7.68031323602298e-51	5.75918570389756e-50	TRUE
STK38	0.926734567742122	0.0620437456675517	14.9367927060341	1.89897573898836e-50	1.41239537009582e-49	TRUE
HMGA2	3.62430093649002	0.243004494901631	14.9145427863676	2.65086814314721e-50	1.96452951004523e-49	TRUE
SUCLA2	-1.10201619149309	0.0740889687794498	-14.8742276974269	4.84544222474857e-50	3.5668259774222e-49	TRUE
CHTOP	0.798633425500901	0.0536945258974221	14.8736470273824	4.88766194716078e-50	3.59469090146926e-49	TRUE
RRP12	1.09604535083128	0.0738019914079505	14.8511622778949	6.83728667851397e-50	5.00843415191679e-49	TRUE
SLC25A5	1.00185023875906	0.0677795715559803	14.7810057774062	1.94243716938356e-49	1.40722009979054e-48	TRUE
STOML2	1.03839232797075	0.0703998930072543	14.7499134389842	3.08059569239849e-49	2.21810971870249e-48	TRUE
SUMO3	0.865303371724659	0.0586900820387697	14.7436047397762	3.38238069034709e-49	2.43327491603083e-48	TRUE
NOLC1	0.913081110402223	0.0619853625214278	14.7305924053695	4.10095091429023e-49	2.94121771365928e-48	TRUE
BCL9	1.15961688970651	0.0789705563720732	14.6841676566507	8.14279371940659e-49	5.77216462236196e-48	TRUE
STARD13	-1.30442982070227	0.0888649101932957	-14.6787952394811	8.81426106411955e-49	6.24277148141319e-48	TRUE
PPP1R14C	2.54219996523091	0.173975423150557	14.6124085758418	2.34093426401076e-48	1.64314426792264e-47	TRUE
IDH2	1.50483865253742	0.10343484588993	14.5486623931242	5.9556205489744e-48	4.14502128402204e-47	TRUE
LIG1	1.19009445571528	0.0818091250582869	14.5472091880627	6.08347151613775e-48	4.23221484817239e-47	TRUE
YWHAH	0.880707778031206	0.0605786811665983	14.5382461465141	6.93466819659801e-48	4.80408839686072e-47	TRUE
GNL3L	0.977631709477965	0.0673153025117015	14.5231718940581	8.64171094168801e-48	5.97209372783857e-47	TRUE
ARFGAP1	1.13084480654129	0.0780090913722233	14.4963207063318	1.27819995621896e-47	8.77736391954029e-47	TRUE
ZNF687	0.908935987864572	0.0627757794553127	14.4790872491134	1.64263963289077e-47	1.12471296610446e-46	TRUE
MRTO4	0.995005413212478	0.0687792848383569	14.4666437801863	1.96845484383754e-47	1.34388664649555e-46	TRUE
EIF4G1	0.795648177117577	0.055249344357921	14.4010428786836	5.09685840502606e-47	3.43271850125006e-46	TRUE
TIMM44	1.1409848110864	0.0793381409445653	14.3812899760737	6.78185922008796e-47	4.5471040625891e-46	TRUE
SFPQ	0.571129894671007	0.039747050357318	14.3691139225845	8.08591391700087e-47	5.40823495009153e-46	TRUE
TXNL4A	1.03617446247558	0.072136873614795	14.3640056818745	8.70470401310018e-47	5.81031053845645e-46	TRUE
CCNH	-0.87318326678119	0.0608887339504137	-14.3406375881011	1.21930084088699e-46	8.11897571649256e-46	TRUE
XPC	-1.0446918104731	0.0731390829915465	-14.2836328778398	2.76788012996844e-46	1.81588374901157e-45	TRUE
CSNK2B	1.09444950424828	0.0767603951635419	14.2579972642989	3.99763115748043e-46	2.60296529340571e-45	TRUE
UBE2V2	0.975951099256014	0.0686274618249136	14.2209994848115	6.78765166018408e-46	4.39529138372989e-45	TRUE
HEATR3	0.799061490639637	0.0563119625238733	14.1899066348625	1.05799497035786e-45	6.80015736802612e-45	TRUE
CMAS	1.1427265244358	0.080569585713731	14.1831004132996	1.16579957218503e-45	7.48429690260074e-45	TRUE
NFYA	1.21770271542773	0.0860597189516804	14.1495083909283	1.88067394424258e-45	1.1984929504583e-44	TRUE
MRPL12	2.26037963435662	0.15983687195217	14.1417909819521	2.09874218046719e-45	1.3338474521711e-44	TRUE
TAF2	1.05045222395935	0.0744284030022843	14.1135934883234	3.13202606970387e-45	1.97833039086358e-44	TRUE
ATXN2L	0.749304707868976	0.053186620192937	14.088218148678	4.48741704841503e-45	2.81716723355891e-44	TRUE
CYCS	1.05345993201355	0.0751172713293565	14.0242039330021	1.10848995888632e-44	6.85706391922653e-44	TRUE
NOL11	0.779394771339941	0.0557353386015071	13.983852810376	1.95605500192421e-44	1.2041255221191e-43	TRUE
PRRC2A	0.70047638292015	0.0501073389240611	13.9795167327033	2.0789488240264e-44	1.27786675196875e-43	TRUE
SET	0.733839272574394	0.052518266021738	13.973029350791	2.27730186499112e-44	1.3966603281493e-43	TRUE
EIF1AD	0.593224590496332	0.04261048313747	13.9220338943933	4.65467304454105e-44	2.83253884051949e-43	TRUE
SNRPA	1.05385771674307	0.0758058461932078	13.9020638864327	6.15408679766077e-44	3.72845280710375e-43	TRUE
HCFC1	0.648890867729209	0.0467998221058002	13.8652421853712	1.02878278666002e-43	6.20320986742241e-43	TRUE
BUD31	0.8212606217999	0.0593924510018361	13.8276937211181	1.73494228174635e-43	1.0396395397932e-42	TRUE
DCPS	0.844275026793757	0.0611313661612835	13.8108319805302	2.19284256516187e-43	1.30879081263213e-42	TRUE
RBM28	0.709763952933334	0.051412277626498	13.8053396134218	2.36654586450633e-43	1.4109308743963e-42	TRUE
ABCF2	0.994175156763807	0.0723146278213857	13.7479122373329	5.24204970896597e-43	3.08950724973309e-42	TRUE
C1orf174	0.638918188362074	0.0464977454058617	13.7408423308526	5.77993899401793e-43	3.40165315991756e-42	TRUE
ME3	-1.28514307084262	0.0936471692478799	-13.7232452530508	7.3691707841473e-43	4.32013682541274e-42	TRUE
AHSA1	0.844030869707416	0.0615254955566017	13.7183920596126	7.87934692750911e-43	4.61084597922148e-42	TRUE
POLD2	1.035158291435	0.0754798957936774	13.7143577180416	8.33007653376313e-43	4.86941321552991e-42	TRUE
PARN	0.594744993397276	0.0434513197411186	13.6876163242163	1.20394367621872e-42	6.9955329979865e-42	TRUE
HSP90AB1	0.913719858198828	0.0669174077870998	13.6544419219863	1.89938871820025e-42	1.09898924886168e-41	TRUE
HADH	-1.27556389093799	0.0935882034827157	-13.6295370941015	2.67270213756108e-42	1.5383217790709e-41	TRUE
SUPT5H	1.01092158571871	0.0743483752839879	13.5970904792109	4.166824940849e-42	2.3808156245996e-41	TRUE
PES1	1.00062348165683	0.0737931037166379	13.5598508703358	6.92767911975479e-42	3.92966214485023e-41	TRUE
