gene	log2FoldChange	lfcSE	stat	pvalue	padj	is_kbhb
RBM10	0.609599724223493	0.0608963468725073	10.0104481718707	1.37129903086742e-23	4.42941960401998e-23	TRUE
DDX3X	-0.530646522734751	0.0531382735377505	-9.98614534131917	1.75265141483711e-23	5.64240681292723e-23	TRUE
BRCA1	1.11480082642596	0.111807229476826	9.97074010010259	2.04697756358148e-23	6.57580560661261e-23	TRUE
PHB	0.68547722996582	0.0687936254024208	9.96425505933139	2.1850574253962e-23	7.0084418823528e-23	TRUE
TOP1	0.521439579937109	0.0525507943935444	9.92258225502992	3.32052355017779e-23	1.06003142322972e-22	TRUE
GMNN	0.838370496954471	0.0848295515172528	9.88300046339349	4.93331946651001e-23	1.56828130608148e-22	TRUE
LDHA	0.787653790253453	0.0798109187511719	9.86899790878409	5.67284893989945e-23	1.79955313992148e-22	TRUE
SMARCA2	-0.695722361240663	0.0709362666746442	-9.80771041182163	1.04308366738378e-22	3.28358989692386e-22	TRUE
SH3GLB1	-0.62050606361882	0.0632700089283569	-9.80727004988167	1.04764443455556e-22	3.29731668651117e-22	TRUE
KDM3B	-0.518816319149128	0.0529447214170075	-9.79920765023551	1.13472236931939e-22	3.56321000297148e-22	TRUE
HMGN2	0.627848910430687	0.0640798162140054	9.79791996178453	1.14927846189692e-22	3.6075425909372e-22	TRUE
GLS	0.960146379530051	0.0980822049663362	9.78920059820834	1.25282447804029e-22	3.92807705253037e-22	TRUE
CLASP2	-0.671131117867749	0.0686217896410864	-9.78014594748951	1.37012829578349e-22	4.29096665018385e-22	TRUE
STAT6	-0.619024691364943	0.0636260913980853	-9.72910134447724	2.26585807479272e-22	7.01614985287924e-22	TRUE
HNRNPD	0.525509633668662	0.05430666958688	9.67670523098365	3.78724540005132e-22	1.16460448184211e-21	TRUE
APBB1	-0.915939018362823	0.0947972510353104	-9.66208416762688	4.36883829471246e-22	1.34019486212798e-21	TRUE
ECI2	-1.07465095238746	0.111674113172022	-9.62309815464646	6.38776091695892e-22	1.94899497905434e-21	TRUE
C7orf50	0.954585897734194	0.0992234122296707	9.6205711563782	6.54666267446961e-22	1.99636841223132e-21	TRUE
DLGAP4	0.573194217954976	0.0597022040072324	9.6008887357917	7.92580330904601e-22	2.40978956960969e-21	TRUE
AGFG2	-0.669046276828282	0.0696960761330544	-9.59948269614244	8.03466544839607e-22	2.44243743656522e-21	TRUE
CEP170	0.816129265211449	0.0861005432056021	9.47879345270319	2.57240138703126e-21	7.69757107763835e-21	TRUE
SREK1	-0.559470552031922	0.0591118675584142	-9.46460626504576	2.94669091874225e-21	8.79999262947562e-21	TRUE
CTDP1	0.662087399820072	0.0701255784375961	9.44145366885289	3.67643028441925e-21	1.09455392322422e-20	TRUE
TEX10	0.527013368085796	0.0558251372577842	9.44043121026646	3.712484091779e-21	1.10468875206586e-20	TRUE
OGFR	0.838061129929528	0.0889833907807818	9.41817481415339	4.58997020843386e-21	1.36014107292209e-20	TRUE
CDYL	0.566060123098608	0.0601559947683971	9.40987054204592	4.96748357069706e-21	1.47015729616586e-20	TRUE
ALG9	-0.645070319402135	0.0685822308130553	-9.40579377128309	5.16389438358028e-21	1.52691414642515e-20	TRUE
BOD1L1	-0.727049397688094	0.0773138731394337	-9.40386722544449	5.25936508905085e-21	1.55486472031239e-20	TRUE
STK38L	1.1221003288136	0.119325929035238	9.40365885173397	5.26979516957301e-21	1.55766858835683e-20	TRUE
TBL3	0.735603007785341	0.0785615948616924	9.36339198663634	7.72170755127911e-21	2.26978504546435e-20	TRUE
ZFHX4	-1.51828048171472	0.162260074093442	-9.3570799236809	8.19707751511032e-21	2.40522586317394e-20	TRUE
NACAD	-1.3107269958362	0.140093588248625	-9.35608126126401	8.27489456259047e-21	2.42719431354074e-20	TRUE
NFIC	-0.62680490565158	0.0673019854929944	-9.31331967489763	1.23898072835033e-20	3.61999568022443e-20	TRUE
STRN3	-0.637226868232929	0.0685570019919061	-9.29484734919068	1.47417584512812e-20	4.29346544777586e-20	TRUE
THUMPD1	-0.526900614872304	0.0567256811149393	-9.28857273312737	1.56371043645016e-20	4.54859914450181e-20	TRUE
THOC5	0.576042645231039	0.0620735647973683	9.27999941861662	1.69479489843932e-20	4.92294718514735e-20	TRUE
HEXIM1	-0.566290158479359	0.061033268464757	-9.27838493208596	1.72066875358257e-20	4.99722263937288e-20	TRUE
HMG20B	0.782603690719777	0.0849341260610085	9.2142431672003	3.1348189806612e-20	9.00733975825301e-20	TRUE
SCAF1	0.714449852603372	0.077595187396314	9.20739902275576	3.34122701832937e-20	9.58870430652314e-20	TRUE
ZNF512B	0.613477932808504	0.0666922832964306	9.19863442194275	3.6252743710482e-20	1.03911911345606e-19	TRUE
DDX21	0.697377162451927	0.076160060827713	9.1567306390355	5.34933869638291e-20	1.52268902875259e-19	TRUE
PRKRIP1	0.658083943674328	0.0719574839817236	9.14545516685205	5.9379275424741e-20	1.68644106315835e-19	TRUE
RNF113A	0.628757297193683	0.068825712089589	9.1355000639186	6.51051821954909e-20	1.8461977530793e-19	TRUE
ACADVL	-0.757726033176771	0.0836227560765351	-9.06124204377177	1.28973461445227e-19	3.62671787844697e-19	TRUE
SYMPK	0.559702139562951	0.0618909012465072	9.04336709096699	1.51918670220887e-19	4.26247187344921e-19	TRUE
EPB41L2	-1.00184144347648	0.110916606188296	-9.03238458067955	1.67970935731179e-19	4.70724540280007e-19	TRUE
PSPC1	0.543126188739958	0.0601678528120694	9.02685010941607	1.76684182095298e-19	4.95058435692236e-19	TRUE
PCBP4	0.782167700580276	0.0866576877633491	9.02594704253216	1.78147708354785e-19	4.99074228220184e-19	TRUE
SAFB	0.510126074637685	0.0567060355121371	8.99597494394579	2.3414470670239e-19	6.53391100706364e-19	TRUE
PNKP	0.675182413426482	0.0750970836989542	8.99079405177867	2.45450605079714e-19	6.8424498287585e-19	TRUE
PA2G4	0.638717028680693	0.0711791800609222	8.9733687313343	2.87581421296267e-19	7.99392853559357e-19	TRUE
C1orf198	0.70158268315689	0.078565424318473	8.92991655353318	4.26330251088369e-19	1.17870722711084e-18	TRUE
NOP2	1.00862235718318	0.112983830934982	8.92713894401053	4.37168185439025e-19	1.20846877784529e-18	TRUE
TLN1	-0.62997175165438	0.0705691829473943	-8.9270092885161	4.37680682577633e-19	1.20968241020575e-18	TRUE
CHERP	0.62207906729755	0.0698189310985726	8.90989102109396	5.10827502057082e-19	1.40806770612219e-18	TRUE
DDX10	0.553330924953038	0.0624153696185421	8.86529917766691	7.62989191010853e-19	2.08706694491291e-18	TRUE
MYBBP1A	0.631709217772209	0.0715568388840524	8.8280760808314	1.0649161269845e-18	2.9009055191156e-18	TRUE
PSMA1	0.664591205265197	0.0755627216391985	8.79522588451124	1.4276049521634e-18	3.87160256048663e-18	TRUE
PRRC2C	0.613720468418011	0.0699416080468448	8.77475490707848	1.71276484796596e-18	4.62817504946757e-18	TRUE
PIN4	0.619684651046216	0.0712430307076269	8.69817924491912	3.37251536893477e-18	9.01253011688555e-18	TRUE
MAPK13	0.770990124881955	0.0897540573664492	8.59003088555813	8.69459501502339e-18	2.28529762350184e-17	TRUE
CDC5L	0.538349557924386	0.0629049824422821	8.55813859289037	1.14704421928059e-17	3.00292164688292e-17	TRUE
PCF11	-0.535470824325153	0.0626147398587648	-8.5518334106789	1.21148546730402e-17	3.16961092947176e-17	TRUE
RPS19	0.889134709559778	0.104032548795654	8.54669735436613	1.26660756612169e-17	3.31119650600506e-17	TRUE
CHMP4B	0.578804628213879	0.0678088771434121	8.53582381241528	1.39160284775815e-17	3.63277173335979e-17	TRUE
LYSMD3	-0.562066619918778	0.0658832722343396	-8.53124929678005	1.44775671806689e-17	3.7769660767439e-17	TRUE
TUFM	0.624192968700446	0.073310457518754	8.51437830054146	1.67486413313526e-17	4.3646127045954e-17	TRUE
PQBP1	0.80181960276748	0.0943352119054785	8.49968518193273	1.90105560708452e-17	4.94466635316076e-17	TRUE
AFG3L2	0.621137355922135	0.0733099891223112	8.47275198589679	2.39662496939792e-17	6.21108331304305e-17	TRUE
LRPPRC	0.558056964063173	0.0664814422118311	8.39417656261165	4.69170657974906e-17	1.20340081384311e-16	TRUE
NBN	0.55334463025609	0.0660574207547352	8.37672170565976	5.44223262561689e-17	1.39200442134255e-16	TRUE
ZNF608	-0.916273624592287	0.109573353727794	-8.36219384932332	6.15625803609571e-17	1.57195070678226e-16	TRUE
MRPL39	0.55582548697601	0.0666556728885234	8.33875742137638	7.50752450231428e-17	1.90869856383525e-16	TRUE
SF3A2	0.713221090698864	0.0858782575280363	8.30502517434081	9.97982856998405e-17	2.52594277685102e-16	TRUE
RRP15	0.50050458638946	0.0602853207450296	8.30226297553082	1.0214679600691e-16	2.58459018107834e-16	TRUE
RPL22	-0.600408918455888	0.0725758300296538	-8.27284949012042	1.30794769523737e-16	3.29427572613549e-16	TRUE
KCTD16	-1.37085938768669	0.165937631036019	-8.26129298777996	1.44102892249728e-16	3.62225969573541e-16	TRUE
SUGP1	0.512689795842364	0.0624285516811853	8.21242495678269	2.16765533100537e-16	5.41075948698884e-16	TRUE
EPB41L3	-1.04203535676619	0.127288820372909	-8.18638552634406	2.69188469511412e-16	6.68989817000364e-16	TRUE
HSPA8	0.56018912544932	0.0684318480062006	8.18608793669522	2.69854586220355e-16	6.70442889452411e-16	TRUE
EEF1A1	-0.535045740519095	0.0654310358991629	-8.17724697716333	2.90402388907262e-16	7.20406167239513e-16	TRUE
TRAP1	0.626224928053108	0.076984173751454	8.1344631959667	4.13767651292307e-16	1.02105678313059e-15	TRUE
CSRP2	0.897581754295765	0.111147151197386	8.07561637546385	6.71366423701972e-16	1.6434355431991e-15	TRUE
KPNA5	-0.686354874835489	0.0859176762195595	-7.98851767221374	1.36570892053712e-15	3.31112025831636e-15	TRUE
REXO2	0.50641336433997	0.0634820589663387	7.97726747660304	1.4960838540416e-15	3.61815432875651e-15	TRUE
NHLRC2	-0.560219671452587	0.0702902188184899	-7.97009428721853	1.58553352946407e-15	3.82998102239767e-15	TRUE
CAST	-0.648880819960901	0.0816676653446353	-7.94538226631852	1.93592847585684e-15	4.66134437957809e-15	TRUE
HSP90AA1	0.542672060107525	0.0685902549892586	7.91179534457932	2.53703217887868e-15	6.08466485429583e-15	TRUE
AFF4	-0.638355278498381	0.0807278285754469	-7.9074996784013	2.62609813238166e-15	6.29186060612962e-15	TRUE
POLA1	0.540090421683892	0.0683256485423019	7.90465122844038	2.68684808309121e-15	6.43179639253714e-15	TRUE
ME1	-1.17246477418326	0.148339913629914	-7.90390627507298	2.70296293804328e-15	6.46943178790097e-15	TRUE
QSER1	0.67680488860908	0.085779044882422	7.89009587990612	3.01954459523661e-15	7.21143449597698e-15	TRUE
NUDC	0.620398152207001	0.07870032941756	7.88304390589469	3.19500740115697e-15	7.62274512820223e-15	TRUE
PRDM2	-0.521481651664603	0.0662828077807143	-7.86752506607503	3.61725808399857e-15	8.61393909894497e-15	TRUE
GSE1	-0.606163599886542	0.0771798625688193	-7.8539087750518	4.032676525253e-15	9.58517383679866e-15	TRUE
ELOF1	0.604348926185001	0.0774555967318492	7.80252107897707	6.06824891979766e-15	1.43283416923298e-14	TRUE
PHB2	0.667036061947057	0.085845666436054	7.77017745495549	7.83762459422977e-15	1.84164047079312e-14	TRUE
SART1	0.712127546808917	0.0916586632159577	7.76934249118458	7.88945799811516e-15	1.85355549800203e-14	TRUE
SERF2	0.777142008502088	0.100075754689211	7.76553732635374	8.12998173424369e-15	1.90951945824834e-14	TRUE
PDCD4	-0.758969196317513	0.0979442774957043	-7.74898968804788	9.26265396111901e-15	2.17183714620172e-14	TRUE
MYL6B	0.720804126599806	0.0930808097525283	7.74385320149439	9.64483583477061e-15	2.25983938092156e-14	TRUE
RPL30	0.636255012669085	0.0823611165815463	7.7251868245269	1.11689411546223e-14	2.61026048812326e-14	TRUE
PWP2	1.67020949867192	0.216248140946313	7.72357853049276	1.13108410010352e-14	2.64304837184683e-14	TRUE
PRR15	-1.44068674924785	0.188186191717277	-7.65564538025342	1.92343815914872e-14	4.45788264133736e-14	TRUE
SCAF11	-0.50705528728916	0.0667586208787904	-7.59535293890792	3.06954653846462e-14	7.05657166674535e-14	TRUE
RPL28	0.77845300418315	0.102493718088794	7.59512893764619	3.07486111862993e-14	7.06780262988261e-14	TRUE
WBP11	0.549468902210715	0.0724158973130212	7.58768340376437	3.25675460924701e-14	7.47546391838174e-14	TRUE
GOT2	0.513068278793594	0.0676880796665977	7.57989119089723	3.45844885593781e-14	7.9262738080345e-14	TRUE
LDHB	0.962390482812822	0.127108541019682	7.57140688652704	3.69203660566303e-14	8.44986334752649e-14	TRUE
DSP	1.01038982098047	0.133955324252994	7.54273730152155	4.60207631572695e-14	1.04845587563746e-13	TRUE
TXNRD1	0.569015279799908	0.0755821578790975	7.52843390248417	5.13525012030051e-14	1.16750191538021e-13	TRUE
TAGLN	-1.08715494830341	0.144432608474524	-7.52707411287365	5.18899207778355e-14	1.17955732392134e-13	TRUE
THAP4	0.525386933041168	0.0698066641038831	7.52631485525954	5.21923984017175e-14	1.18610574728275e-13	TRUE
SLC6A7	1.50472309097655	0.200048411420227	7.52179475104999	5.40293580014233e-14	1.22683596002404e-13	TRUE
XRCC1	0.539124905111249	0.0718499259380265	7.50348588495785	6.21426777723961e-14	1.40795745030001e-13	TRUE
NDUFAF4	0.565373156450889	0.0753885529092696	7.49945627861192	6.40830923564309e-14	1.45052409874e-13	TRUE
ACAA2	-0.718429772062628	0.0961432968048082	-7.47248946040614	7.86916738055435e-14	1.77387514381367e-13	TRUE
TTC33	-0.511100555555583	0.0685990307693004	-7.45055068306172	9.29514226432385e-14	2.08845828444018e-13	TRUE
LPP	-0.705324701689759	0.0947823783405939	-7.4415172317709	9.95353966821848e-14	2.23273311151823e-13	TRUE
NPM1	0.53098556368586	0.0714400129515382	7.43260732673799	1.0647764238708e-13	2.38456050209174e-13	TRUE
CARHSP1	0.525949582609678	0.070783279933825	7.43042118281868	1.08252424614688e-13	2.42298854985738e-13	TRUE
GTF2E2	0.525425243919606	0.0709503838239769	7.4055306765239	1.30627037915458e-13	2.91192017511013e-13	TRUE
SYNE2	-0.684252360502059	0.0925792242306374	-7.39099259243542	1.4573673929658e-13	3.2421600729489e-13	TRUE
CTTN	0.512194920485135	0.0694097814086944	7.37929021083153	1.59135615839015e-13	3.53689591850594e-13	TRUE
CFDP1	0.522720057622469	0.0709172671011478	7.37084322322974	1.69552144414664e-13	3.76383818020527e-13	TRUE
RPS3A	-0.607608173992353	0.0828830753539442	-7.3309076840793	2.28599099105248e-13	5.05145110703989e-13	TRUE
DDX52	0.510250363863744	0.0697466691029012	7.31576676602209	2.55915827264249e-13	5.6384344762649e-13	TRUE
EEF2	-0.548200821931934	0.0758845269005128	-7.22414495185091	5.04264487490715e-13	1.09692514075424e-12	TRUE
MAP4	-0.505837934719267	0.0701786870834547	-7.2078569112833	5.68393100496482e-13	1.23397879840152e-12	TRUE
RBBP4	0.501166557876834	0.0696649795967668	7.19395255374616	6.29420758422234e-13	1.36449073577395e-12	TRUE
ERF	0.603192815496836	0.0841252959125397	7.17017169394496	7.49037668182452e-13	1.62060219182242e-12	TRUE
TRPS1	0.846656110328287	0.118425402688783	7.14927786695616	8.7235588078365e-13	1.88419258773142e-12	TRUE
CEP290	-0.580534938961989	0.0813579219955423	-7.13556743735167	9.63886871723163e-13	2.07807346382107e-12	TRUE
PSIP1	0.611670139471745	0.0858170753547807	7.12760411541653	1.02131015770007e-12	2.20014578320867e-12	TRUE
RB1	-0.71555845800448	0.100796474246769	-7.09904253449039	1.25624146082025e-12	2.69707016105959e-12	TRUE
FKBP5	-0.930613627413942	0.131161489573217	-7.09517428051511	1.29188578431721e-12	2.77215053562048e-12	TRUE
PTPN11	-0.550020363575145	0.0782778997033491	-7.02650895922815	2.11764989053693e-12	4.50243263363093e-12	TRUE
DLG3	0.58802842137589	0.083784719197805	7.01832538207392	2.24543148059819e-12	4.77041932537872e-12	TRUE
VIM	-0.801783658798633	0.114342785404379	-7.0121053633868	2.34758298322508e-12	4.98165579700612e-12	TRUE
SLC25A4	-0.542494904745101	0.0782748491413983	-6.93064133237893	4.18936984290496e-12	8.80040224558184e-12	TRUE
RPL9	-0.599078757875455	0.0864415935839387	-6.93044555331714	4.19517208923282e-12	8.80921943297589e-12	TRUE
PLIN3	0.517320036303201	0.0750306144788893	6.89478608027068	5.3945919606933e-12	1.12860812878588e-11	TRUE
SMARCA1	-0.723578851933861	0.105044489752191	-6.88830850281483	5.64596689861767e-12	1.18059856405761e-11	TRUE
TESK2	-0.616098028565419	0.089865863672149	-6.85575148771823	7.09386047440362e-12	1.4756771151087e-11	TRUE
PPP2R5D	0.549797006350679	0.0802268395213335	6.85303085140827	7.23014851376318e-12	1.50326837848659e-11	TRUE
RPS21	0.660683347610955	0.0966610950238149	6.83504927652826	8.19768455859028e-12	1.70078457384788e-11	TRUE
ESRRA	0.67186854431701	0.098633084080953	6.8117969804693	9.63870698946867e-12	1.99322602028859e-11	TRUE
RPL21	-0.530697464369456	0.0779331561669613	-6.80964932605203	9.78369337257984e-12	2.02244638170063e-11	TRUE
CS	-0.505678240916801	0.0743072427275459	-6.80523489171729	1.0088449613835e-11	2.08439773890868e-11	TRUE
BTAF1	-0.576028080511647	0.0847504153120401	-6.79675820337618	1.06999454053055e-11	2.20824665984667e-11	TRUE
DUS3L	0.618562864143856	0.0925625253264785	6.6826489657895	2.34661221623117e-11	4.76410595052134e-11	TRUE
ETFA	-0.54080593623805	0.0810913648615038	-6.66909401712123	2.57387336545007e-11	5.21520520596362e-11	TRUE
FLYWCH2	0.586558424011461	0.0893729674574992	6.56304071239881	5.27214452738966e-11	1.05346928688904e-10	TRUE
NUP153	0.526407263729966	0.0809455495386076	6.50322675836418	7.86151531132509e-11	1.55932995219935e-10	TRUE
PGAM4	0.926534767133124	0.142839427842525	6.4865477349475	8.78254627960171e-11	1.73845642007695e-10	TRUE
RPL18A	0.657260743530678	0.102344189831362	6.42206210839793	1.344405445245e-10	2.64022951304107e-10	TRUE
USP13	0.513460714697454	0.0802069438826423	6.40169902806349	1.53657340119928e-10	3.01259128438487e-10	TRUE
ALDOA	0.675368046876329	0.106342249094565	6.3508911333609	2.14071172551739e-10	4.16975396073987e-10	TRUE
CENPV	0.85057207759694	0.135588550884751	6.27318510336406	3.53735944390243e-10	6.81044054282023e-10	TRUE
JPH2	-1.21707443434395	0.195027429554276	-6.24052953538642	4.3609203961716e-10	8.35111945153596e-10	TRUE
TSSC4	0.598471933208067	0.0974980891947906	6.13829397222734	8.34124002712922e-10	1.57915842178359e-09	TRUE
ARHGAP5	-0.774692959362046	0.126749988913665	-6.11197654533702	9.840464936934e-10	1.85425032745729e-09	TRUE
SARS2	0.534340056905084	0.0877456777039016	6.08964533510378	1.13161096049973e-09	2.12646784052826e-09	TRUE
MBD3	0.512724705950661	0.0842172378986103	6.0881206596675	1.14243761885864e-09	2.14558853441438e-09	TRUE
RGPD4	-0.80122713035797	0.131937784840493	-6.07276476050148	1.25726567192367e-09	2.35667544901162e-09	TRUE
RPS7	0.520025265304931	0.0863187991836269	6.0244728868236	1.69661641753425e-09	3.16150079750328e-09	TRUE
NOSIP	0.518355809966147	0.0866098041743696	5.98495533972751	2.16449243717422e-09	4.0138172255572e-09	TRUE
PTRHD1	0.509370227019914	0.0853130944705533	5.97059841963333	2.3638493243771e-09	4.37365245219301e-09	TRUE
NEFL	1.70147206092011	0.285973575501056	5.94975272781392	2.68547884995428e-09	4.95371123806397e-09	TRUE
NFIA	-0.885633839205547	0.148945657140614	-5.94601988542339	2.7474078558962e-09	5.06624469910893e-09	TRUE
LENG8	-0.512292376368441	0.0864612195884023	-5.92511161428445	3.12085345671034e-09	5.73561315531798e-09	TRUE
FABP5	0.957449076672535	0.166924126563089	5.73583397670597	9.7033678385974e-09	1.74152978962598e-08	TRUE
RGPD2	1.27520005041167	0.226046847996015	5.64130870090324	1.68762473279829e-08	2.99268969146989e-08	TRUE
JMJD1C	-0.507407835268042	0.091033011859524	-5.5738882511219	2.49115566705635e-08	4.38080525089886e-08	TRUE
SHROOM2	0.668651841117784	0.121361160362644	5.50960322989465	3.59643431751255e-08	6.27157512511693e-08	TRUE
AK4	-0.656934043600785	0.12294873602532	-5.34315410502064	9.13430430875163e-08	1.56323621962391e-07	TRUE
EDF1	0.500212414836977	0.0963721421817436	5.19042540212139	2.09814169760989e-07	3.52408193946777e-07	TRUE
ECHDC1	-0.50572428323568	0.0974588346880991	-5.18910660951536	2.113054009986e-07	3.54804327342097e-07	TRUE
S100A10	0.608789950810676	0.118096809980089	5.15500758160459	2.53620667573598e-07	4.23824998268159e-07	TRUE
ECI1	0.50117418198517	0.0996670676830583	5.0284832656952	4.94374647982158e-07	8.13679892885776e-07	TRUE
MACROD1	0.592552362888063	0.119764001124212	4.9476667222691	7.51083645469305e-07	1.22638516509103e-06	TRUE
RPL36	0.542122652338801	0.112154304794505	4.83372130327149	1.34004155946294e-06	2.1597792267472e-06	TRUE
RBM20	-0.825255236649756	0.172883655939253	-4.77347168629828	1.81077016646033e-06	2.90057902053523e-06	TRUE
BLNK	0.503368753444121	0.107647812735238	4.67607042497153	2.92424218634812e-06	4.63504630692026e-06	TRUE
ZNF516	-0.543967049328631	0.119865869282793	-4.53813126775294	5.67549291734228e-06	8.84435902998726e-06	TRUE
PSMA8	1.20578414013652	0.270367421300776	4.45979820473679	8.20368570420098e-06	1.26880898366749e-05	TRUE
ARL6IP4	0.682980924595418	0.162523064904256	4.20236306150003	2.6414303933647e-05	3.96503503076905e-05	TRUE
OCLN	0.505871986178129	0.133883289952529	3.778454998809	0.000157804361085251	0.000225922832028414	TRUE
