sample_id	cohort	composite_score	pc1_score
TCGA-AO-A129-01A	TCGA	0.27829402720127	0.613328007906824
TCGA-A7-A6VY-01A	TCGA	0.174255990420514	0.305093268916372
TCGA-A7-A13D-01B	TCGA	-1.17916924264817	-2.96439043185439
TCGA-A2-A4S1-01A	TCGA	-2.05721929031503	-5.89168486106104
TCGA-E2-A150-01A	TCGA	-0.53723039782632	-1.46705880384684
TCGA-A7-A4SD-01A	TCGA	-0.333977624296671	-0.982803383867997
TCGA-A2-A04U-01A	TCGA	0.675508738110244	1.8319171181504
TCGA-A7-A0DA-01A	TCGA	-0.731404457400485	-1.89368163887459
TCGA-AC-A2QH-01B	TCGA	-0.604528179455777	-1.32812435090458
TCGA-C8-A134-01A	TCGA	0.558708227552668	1.64586463136286
TCGA-AR-A0TS-01A	TCGA	-0.377420150283603	-0.874756470642943
TCGA-E2-A1LH-01A	TCGA	-0.766411426711655	-2.34101431554878
TCGA-A7-A5ZV-01A	TCGA	-0.586913072865137	-1.6463163901491
TCGA-B6-A0IQ-01A	TCGA	1.16436471782484	3.0481318899389
TCGA-AC-A2QH-01A	TCGA	-0.725493885567901	-1.66936931021106
TCGA-BH-A0BW-01A	TCGA	-1.08819628484135	-2.79853949071642
TCGA-AN-A0FL-01A	TCGA	-1.12296932041729	-3.24227428610976
TCGA-A7-A26F-01A	TCGA	-1.42591385470834	-3.77305492061691
TCGA-C8-A12K-01A	TCGA	0.411595106915052	1.11512556896558
TCGA-C8-A12V-01A	TCGA	-0.584644320300461	-1.69660914130493
TCGA-EW-A1PH-01A	TCGA	0.270222651874876	0.816018300298407
TCGA-A1-A0SK-01A	TCGA	1.45271320683901	4.21210244378124
TCGA-AC-A62X-01A	TCGA	-0.00161724915313595	-0.137688676432089
TCGA-A2-A0T2-01A	TCGA	-0.655838347353578	-2.0344885799435
TCGA-BH-A1F6-01A	TCGA	0.139979736147431	0.33537046605309
TCGA-E9-A1NC-01A	TCGA	-0.845550191642367	-2.4140421767304
TCGA-EW-A6SB-01A	TCGA	0.391989826372087	0.852906764988403
TCGA-A2-A04Q-01A	TCGA	-0.609735761657309	-1.78692606820223
TCGA-AR-A0U4-01A	TCGA	-0.18045426901267	-0.390642056432174
TCGA-BH-A18V-01A	TCGA	0.462554685018582	1.34129515662398
TCGA-BH-A0E6-01A	TCGA	0.295228766774785	0.553507584156072
TCGA-LL-A5YP-01A	TCGA	-0.358585481882134	-1.03574889847618
TCGA-E2-A1II-01A	TCGA	0.926227951266761	2.55835213391655
TCGA-GM-A3XL-01A	TCGA	0.952305478961029	2.50363000044036
MB-0201	METABRIC	-1.63539958477614	-4.33526554868991
MB-0316	METABRIC	0.375613058629746	0.784584588345122
MB-0372	METABRIC	0.553039566139792	1.3584882323523
MB-0516	METABRIC	0.497156272235984	1.39005536215456
MB-0158	METABRIC	-1.56229680688143	-4.19941959446809
MB-0500	METABRIC	0.276943417245051	0.838335563557115
MB-0150	METABRIC	-0.434910063105039	-1.13210041117551
MB-0581	METABRIC	-1.21691600229348	-3.18663556948841
MB-0214	METABRIC	0.22057603702075	0.41252152854466
MB-0664	METABRIC	0.714887248735336	1.88120615911598
MB-0115	METABRIC	0.55514748539345	1.47580777839131
MB-0481	METABRIC	0.382737213410795	0.983693825956416
MB-0525	METABRIC	-1.3242018380431	-3.50830248843564
MB-0869	METABRIC	0.919911965172577	2.40025342204462
MB-4717	METABRIC	0.738946344360854	2.00467252740661
MB-4757	METABRIC	0.549966981670198	1.44738216931045
MB-4694	METABRIC	0.679158427932422	1.82726852546562
MB-4715	METABRIC	0.317867606041552	0.820479009039847
MB-4911	METABRIC	0.953783912931956	2.53442568811613
MB-4945	METABRIC	-0.0919552950739021	-0.267184005419016
MB-5114	METABRIC	-1.0348624289469	-2.825823378741
MB-5115	METABRIC	0.940944790010912	2.51268136923304
MB-4758	METABRIC	-0.531497041880035	-1.24706622821333
MB-4732	METABRIC	0.252967333327131	0.603649806498099
MB-5236	METABRIC	0.958373295177944	2.42957978654194
MB-5232	METABRIC	-1.02804210353544	-2.71679181939369
MB-5126	METABRIC	1.02046449461818	2.64069457613812
MB-4938	METABRIC	-0.288156952145853	-0.711290969895889
MB-5070	METABRIC	-0.440189571652013	-1.21037865536964
MB-5378	METABRIC	0.756299923672226	1.99053406749519
MB-5138	METABRIC	0.112328423880493	0.114672814931179
MB-5258	METABRIC	0.00469977051004817	0.0393447793036901
MB-5421	METABRIC	0.306892315764326	0.854312525590423
MB-5299	METABRIC	0.302662870448513	0.814514939820456
MB-4809	METABRIC	0.707607907329689	1.75506730797091
MB-5137	METABRIC	0.460641929206775	1.16861086109068
MB-5442	METABRIC	0.364126037600117	0.961828523106433
MB-5427	METABRIC	-0.401070181042354	-0.948790888349954
MB-5229	METABRIC	-1.84262960328103	-4.88959307046808
MB-5387	METABRIC	1.13345918971986	2.85046153644322
MB-5390	METABRIC	1.21607306866587	3.21657828758334
MB-5205	METABRIC	0.176040037647741	0.376628090738917
MB-5209	METABRIC	-0.130343337799889	-0.616589072338285
MB-5188	METABRIC	-0.158684866853131	-0.43370596207085
MB-5076	METABRIC	0.0993369058795169	0.246064591037568
MB-5625	METABRIC	-0.0810100043478575	-0.173234425675471
MB-5602	METABRIC	-0.1763791721122	-0.532871984482647
MB-5634	METABRIC	0.44081209228864	1.06403273670723
MB-5526	METABRIC	0.504796687692166	1.32887713285621
MB-5468	METABRIC	0.818569064531117	2.08524630744479
MB-5551	METABRIC	0.0418383841227473	0.246804314646899
MB-5560	METABRIC	0.567592299367159	1.47084952899037
MB-5529	METABRIC	0.363874031316481	0.948426351034101
MB-4408	METABRIC	0.239126380628008	0.497347801055774
MB-4146	METABRIC	-0.587944382022735	-1.6857481131681
MB-5482	METABRIC	-0.604358271017017	-1.60653336466168
MB-5294	METABRIC	0.00932531932412119	0.118865560805201
MB-3063	METABRIC	0.210453431524282	0.621751181903247
MB-3046	METABRIC	-1.07044801024715	-2.70130217644818
MB-2753	METABRIC	0.978186268492344	2.62821533519816
MB-3014	METABRIC	0.854969020833025	2.23322990054605
MB-3277	METABRIC	0.488995946064724	1.22712122128109
MB-2917	METABRIC	0.808929493785898	2.07332933023541
MB-3165	METABRIC	0.28640409025656	0.824375273586587
MB-3706	METABRIC	0.086705802498332	0.219045284585972
MB-3453	METABRIC	-1.15346902297928	-3.06826409206545
MB-2842	METABRIC	0.480336221721588	1.22308874278882
MB-2912	METABRIC	0.163526708814716	0.402568125455219
MB-2849	METABRIC	-0.889487530707067	-2.44102469329392
