regulator	NES_TCGA	NES_MTBRC	pval_TCGA	pval_MTBRC	NES_meta	pval_meta	FDR_meta
ZNF207	-0.0697505590939236	-0.218890341472471	0.944392199403492	0.826735470425678	-0.20409993811829	0.838275402692303	0.995401249173013
PPARD	0.2822806090798	-0.625269107008187	0.777728352956902	0.531794452118894	-0.242529492754151	0.80836990695956	0.995401249173013
DEAF1	-0.0955025583052888	-0.267285179742548	0.923915658316304	0.789249596660469	-0.256529669704955	0.797541873607232	0.995401249173013
GATAD2A	0.881714714821918	-1.26068331632212	0.377931101559528	0.207422967227667	-0.267971267977577	0.788721434986261	0.995401249173013
CIC	0.0850492631849282	-0.486430352001597	0.932222226196051	0.626662075115061	-0.283819289742306	0.776548871078136	0.995401249173013
KMT2B	0.289059921260449	-0.698556521841851	0.772535523169585	0.4848292231865	-0.289557823143949	0.77215453746157	0.995401249173013
E2F6	0.0823539572657438	-0.494643440248127	0.934365248402025	0.620851832668042	-0.291532689228739	0.770643946685854	0.995401249173013
ATF4	-0.238591921428606	-0.20076893026799	0.81142203000895	0.840879258292821	-0.31067503762256	0.756047675912685	0.995401249173013
FOXJ3	-0.550811485725125	0.0930919664716703	0.58176290974095	0.92583049954904	-0.323656575945564	0.746198049994076	0.995401249173013
PHF20	-0.241744842530308	-0.22543125350838	0.808977880561396	0.821643800515057	-0.330343385517214	0.741140514262596	0.995401249173013
SNAPC4	0.600557961700874	-1.06865975092729	0.548134444624028	0.285223014043686	-0.330997949447551	0.740646034440782	0.995401249173013
HSF2	-1.10389272128329	0.581647759062024	0.269639676665034	0.56080396649331	-0.369282954227171	0.711916829627064	0.995401249173013
CEBPZ	-0.731333703818886	0.184425005729768	0.464575348683627	0.853680054522921	-0.386722849108721	0.69896139866598	0.995401249173013
ZBTB4	-0.971791384654477	0.398960860276602	0.331154342763247	0.689922043991981	-0.405052348258241	0.685439032269578	0.995401249173013
TCF12	-1.05524279005237	0.478944211444966	0.29131429866245	0.631978317502152	-0.407504632921465	0.683637392131539	0.995401249173013
