Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
FOXM1	R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	5/250	25/8827	0.2	7.0616	5.18144457944977	0.000584502291230284	0.00408231127812018	0.00309570629172111	POLE/RFC5/POLD1/POLD3/POLE3	5
FOXM1	R-HSA-191859	snRNP Assembly	7/250	52/8827	0.134615384615385	4.753	4.63383893708644	0.000605364117052024	0.00416246489786934	0.00315648854178901	NUP210/NUP188/NUP107/GEMIN4/NUP62/NUP37/SNUPN	7
FOXM1	R-HSA-194441	Metabolism of non-coding RNA	7/250	52/8827	0.134615384615385	4.753	4.63383893708644	0.000605364117052024	0.00416246489786934	0.00315648854178901	NUP210/NUP188/NUP107/GEMIN4/NUP62/NUP37/SNUPN	7
FOXM1	R-HSA-9675126	Diseases of mitotic cell cycle	6/250	38/8827	0.157894736842105	5.57494736842105	4.82494568832829	0.000626698233983589	0.00427601025802649	0.00324259248190699	CDK2/DAXX/E2F2/E2F1/SKP2/TFDP1	6
FOXM1	R-HSA-69183	Processive synthesis on the lagging strand	4/250	15/8827	0.266666666666667	9.41546666666667	5.56891834772163	0.000670153339693635	0.00453760314739125	0.00344096411461818	FEN1/POLD1/POLD3/PRIM2	4
FOXM1	R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	5/250	26/8827	0.192307692307692	6.79	5.04758322161761	0.000707127511921217	0.00475168259904636	0.00360330526409615	BUB1B/CDC20/BUB3/NEK2/MAD2L1	5
FOXM1	R-HSA-162587	HIV Life Cycle	12/250	143/8827	0.0839160839160839	2.96290909090909	4.0401041280021	0.000726272488405675	0.00484363682117168	0.00367303617009281	ERCC3/NUP210/NUP188/NUP107/SUPT16H/RAN/FEN1/TAF5/POLR2D/NUP62/NUP37/SSRP1	12
FOXM1	R-HSA-5696398	Nucleotide Excision Repair	10/250	105/8827	0.0952380952380952	3.36266666666667	4.15789313839031	0.000753986161826664	0.00498438672359373	0.00377976991203512	ERCC3/ACTL6A/COPS7A/POLE/RFC5/POLR2D/PARP1/POLD1/POLD3/POLE3	10
FOXM1	R-HSA-15869	Metabolism of nucleotides	9/250	87/8827	0.103448275862069	3.65255172413793	4.24474917058146	0.000758615792204232	0.00498438672359373	0.00377976991203512	CTPS1/HPRT1/NT5C3A/GMPS/PPAT/RRM2/RRM1/TYMS/PAICS	9
FOXM1	R-HSA-9609690	HCMV Early Events	10/250	106/8827	0.0943396226415094	3.33094339622642	4.12178920647723	0.000812225964814106	0.00529738552051553	0.00401712377334531	HDAC3/NUP210/NUP188/NUP107/EZH2/DAXX/NUP62/NUP37/TUBA1C/TUBA1B	10
FOXM1	R-HSA-73884	Base Excision Repair	8/250	71/8827	0.112676056338028	3.9783661971831	4.30168547462124	0.000842624332056282	0.00541142722041942	0.00410360409879311	FEN1/POLE/RFC5/NEIL3/PARP1/POLD1/POLD3/POLE3	8
FOXM1	R-HSA-389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	5/250	27/8827	0.185185185185185	6.53851851851852	4.92060404177675	0.000848013961260766	0.00541142722041942	0.00410360409879311	CCT4/CCT5/TCP1/TUBA1C/TUBA1B	5
