Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
CHCHD3	R-HSA-9839923	Dengue Virus Infection	27/291	367/8877	0.0735694822888283	2.24424843394477	4.48162025267152	6.73145239549913e-05	0.00278891536580504	0.00278891536580504	DAXX/EFTUD2/HNRNPC/SF3B2/KPNA2/NCL/HNRNPK/OSTC/POLR2G/SRSF7/PPIL1/CPSF3/HNRNPU/ELAVL1/BUD31/RNPS1/SNRPD1/HNRNPUL1/CSTF3/DPM1/POLR2D/HNRNPD/HSP90AB1/SDC1/CPSF4/SNW1/SF3A3	27
CHCHD3	R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	16/291	160/8877	0.1	3.05051546391753	4.8183596843269	6.76935984313492e-05	0.00278891536580504	0.00278891536580504	NOL11/NCL/UTP18/C1D/BUD23/SENP3/GNL3/BMS1/MPHOSPH10/BYSL/PNO1/UTP11/NOP56/EBNA1BP2/RBM28/RRP36	16
CHCHD3	R-HSA-68882	Mitotic Anaphase	19/291	213/8877	0.0892018779342723	2.72111708048981	4.6805910053412	6.94191752533923e-05	0.00278891536580504	0.00278891536580504	CKAP5/PSMA7/RAN/CDCA8/PSMD12/PSMD14/CCNB2/NDC1/NUP205/BIRC5/BUB1/PSMC2/PSMD2/PSMC6/NUP37/CENPA/TUBA1B/CDCA5/PLK1	19
CHCHD3	R-HSA-2555396	Mitotic Metaphase and Anaphase	19/291	214/8877	0.088785046728972	2.70840158011369	4.65717323746834	7.3959152316407e-05	0.00289883799445039	0.00289883799445039	CKAP5/PSMA7/RAN/CDCA8/PSMD12/PSMD14/CCNB2/NDC1/NUP205/BIRC5/BUB1/PSMC2/PSMD2/PSMC6/NUP37/CENPA/TUBA1B/CDCA5/PLK1	19
CHCHD3	R-HSA-69275	G2/M Transition	17/291	183/8877	0.092896174863388	2.83381217959552	4.61455980651931	0.000101665851322631	0.00388992912084448	0.00388992912084448	CKAP5/PSMA7/CDC25A/PLK4/PSMD12/PSMD14/CCNB2/CUL1/ODF2/PSMC2/PSMD2/PSMC6/HSP90AB1/TUBA1B/CEP41/TPX2/PLK1	17
CHCHD3	R-HSA-453274	Mitotic G2-G2/M phases	17/291	185/8877	0.0918918918918919	2.80317637224854	4.56272099070408	0.000116271228714471	0.00434529917544546	0.00434529917544546	CKAP5/PSMA7/CDC25A/PLK4/PSMD12/PSMD14/CCNB2/CUL1/ODF2/PSMC2/PSMD2/PSMC6/HSP90AB1/TUBA1B/CEP41/TPX2/PLK1	17
CHCHD3	R-HSA-1268020	Mitochondrial protein import	9/291	61/8877	0.147540983606557	4.50076052053405	5.05069599247081	0.000149703609490939	0.00534608223226531	0.00534608223226531	TIMM21/PMPCB/HSPD1/TIMM8A/MTX2/TOMM40/SLC25A4/SLC25A13/SAMM50	9
CHCHD3	R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	9/291	61/8877	0.147540983606557	4.50076052053405	5.05069599247081	0.000149703609490939	0.00534608223226531	0.00534608223226531	PSMA7/PSMD12/SET/PSMD14/PSMC2/ELAVL1/PSMD2/PSMC6/HNRNPD	9
CHCHD3	R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	7/291	37/8877	0.189189189189189	5.7712454722764	5.35384987993375	0.000167239687201222	0.00579391900979325	0.00579391900979325	PSMA7/PSMD12/PSMD14/PSMC2/PSMD2/PSMC6/ODC1	7
CHCHD3	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	8/291	49/8877	0.163265306122449	4.98043341047759	5.14347863122035	0.000169455005264644	0.00579391900979325	0.00579391900979325	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/CDK4/PSMC6	8
CHCHD3	R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	7/291	38/8877	0.184210526315789	5.61937059142702	5.25330644674603	0.000199328317229393	0.00667334595390904	0.00667334595390904	PSMA7/PSMD12/PSMD14/PSMC2/PSMD2/CDK4/PSMC6	7
CHCHD3	R-HSA-1852241	Organelle biogenesis and maintenance	21/291	274/8877	0.0766423357664234	2.33798630446234	4.14153834994041	0.000253385084914052	0.00830999656034453	0.00830999656034453	CKAP5/MKS1/IMMT/PLK4/ATP5MC3/IFT57/EXOC4/CEP89/ODF2/SMO/MTX2/CCT2/CARM1/CCT8/TUBA1B/CEP41/IFT22/CCT4/SAMM50/PLK1/SSBP1	21
CHCHD3	R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	7/291	40/8877	0.175	5.33840206185567	5.06252365148221	0.000278395157483534	0.00894762036152078	0.00894762036152078	PSMA7/PSMD12/PSMD14/PSMC2/PSMD2/PSMC6/HNRNPD	7
CHCHD3	R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	7/291	41/8877	0.170731707317073	5.20819713351773	4.97187097981723	0.000326430653702585	0.0098976237830199	0.0098976237830199	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	7/291	41/8877	0.170731707317073	5.20819713351773	4.97187097981723	0.000326430653702585	0.0098976237830199	0.0098976237830199	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	7/291	41/8877	0.170731707317073	5.20819713351773	4.97187097981723	0.000326430653702585	0.0098976237830199	0.0098976237830199	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-162909	Host Interactions of HIV factors	12/291	116/8877	0.103448275862069	3.15570565232847	4.30230617746597	0.000401717555032401	0.011954816869205	0.011954816869205	PSMA7/RAN/PSMD12/PSMD14/NDC1/NUP205/RANBP1/PSMC2/PSMD2/PSMC6/NUP37/SLC25A4	12
CHCHD3	R-HSA-2467813	Separation of Sister Chromatids	15/291	169/8877	0.0887573964497041	2.70755810406881	4.12590602513244	0.000424597188626995	0.0122572058633441	0.0122572058633441	CKAP5/PSMA7/CDCA8/PSMD12/PSMD14/BIRC5/BUB1/PSMC2/PSMD2/PSMC6/NUP37/CENPA/TUBA1B/CDCA5/PLK1	15
CHCHD3	R-HSA-69541	Stabilization of p53	7/291	43/8877	0.162790697674419	4.96595540637737	4.79913598719248	0.000442388263891697	0.0122572058633441	0.0122572058633441	PSMA7/PSMD12/PSMD14/CHEK2/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-9604323	Negative regulation of NOTCH4 signaling	7/291	43/8877	0.162790697674419	4.96595540637737	4.79913598719248	0.000442388263891697	0.0122572058633441	0.0122572058633441	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-9929356	GSK3B-mediated proteasomal degradation of PD-L1(CD274)	7/291	43/8877	0.162790697674419	4.96595540637737	4.79913598719248	0.000442388263891697	0.0122572058633441	0.0122572058633441	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-3371511	HSF1 activation	4/291	12/8877	0.333333333333333	10.1683848797251	5.85064555667353	0.000454632008419062	0.0123829430089734	0.0123829430089734	PTGES3/EEF1A1/HSP90AB1/RPA1	4
CHCHD3	R-HSA-73886	Chromosome Maintenance	12/291	118/8877	0.101694915254237	3.10221911584833	4.23205614394416	0.000470121137134155	0.0125914111229098	0.0125914111229098	DAXX/POLR2G/POT1/PRIM2/RUVBL1/DKC1/DSCC1/GAR1/POLR2D/CENPA/OIP5/RPA1	12
CHCHD3	R-HSA-6784531	tRNA processing in the nucleus	8/291	57/8877	0.140350877192982	4.28142521251583	4.57536078015626	0.000494809233802605	0.0130353842413244	0.0130353842413244	RAN/DDX1/NDC1/NUP205/RTRAF/NUP37/CPSF4/POP4	8
CHCHD3	R-HSA-351202	Metabolism of polyamines	7/291	44/8877	0.159090909090909	4.85309278350516	4.71673404749844	0.000511559043787363	0.0132592803768757	0.0132592803768757	PSMA7/PSMD12/PSMD14/PSMC2/PSMD2/PSMC6/ODC1	7
CHCHD3	R-HSA-69202	Cyclin E associated events during G1/S transition	9/291	72/8877	0.125	3.81314432989691	4.41218060996704	0.000536222569054133	0.0136779312455554	0.0136779312455554	PSMA7/CDC25A/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/CDK4/PSMC6	9
CHCHD3	R-HSA-9929491	SPOP-mediated proteasomal degradation of PD-L1(CD274)	7/291	45/8877	0.155555555555556	4.74524627720504	4.63678337762435	0.000589076379741751	0.0139212609153676	0.0139212609153676	PSMA7/PSMD12/PSMD14/PSMC2/PSMD2/CDK4/PSMC6	7
CHCHD3	R-HSA-5610780	Degradation of GLI1 by the proteasome	7/291	45/8877	0.155555555555556	4.74524627720504	4.63678337762435	0.000589076379741751	0.0139212609153676	0.0139212609153676	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-5610783	Degradation of GLI2 by the proteasome	7/291	45/8877	0.155555555555556	4.74524627720504	4.63678337762435	0.000589076379741751	0.0139212609153676	0.0139212609153676	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	7/291	45/8877	0.155555555555556	4.74524627720504	4.63678337762435	0.000589076379741751	0.0139212609153676	0.0139212609153676	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-5676590	NIK-->noncanonical NF-kB signaling	7/291	45/8877	0.155555555555556	4.74524627720504	4.63678337762435	0.000589076379741751	0.0139212609153676	0.0139212609153676	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-5358351	Signaling by Hedgehog	12/291	122/8877	0.0983606557377049	3.00050701368937	4.09592143442059	0.000636672999632135	0.0148280218899832	0.0148280218899832	MKS1/PSMA7/PSMD12/PSMD14/IFT57/CUL1/PSMC2/PSMD2/SMO/PSMC6/TUBA1B/TULP3	12
CHCHD3	R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	9/291	74/8877	0.121621621621622	3.71008637503483	4.30966329468707	0.00065763452957098	0.0150974098431509	0.0150974098431509	PSMA7/CDC25A/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/CDK4/PSMC6	9
CHCHD3	R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	7/291	46/8877	0.152173913043478	4.64208874943971	4.55915331642349	0.000675643346158204	0.0152923782714963	0.0152923782714963	PSMA7/PSMD12/PSMD14/CUL1/PSMC2/PSMD2/PSMC6	7
CHCHD3	R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	6/291	34/8877	0.176470588235294	5.38326258338387	4.7140787521692	0.000730336152045236	0.016300697171343	0.016300697171343	CCT7/CCT6A/CCT2/CCT8/NOP56/CCT4	6
